date,time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-02-13,20210213,溧水,多云,17,9,40,1,东南风,3级,优,,,,,,,,,,,
2021-02-14,20210214,溧水,小雨-多云,19,8,46,1,西风,3级,优,,,,,,,,,,,
2021-02-15,20210215,溧水,阴-多云,11,2,76,2,东北风,微风,良,,,,,,,,,,,
2021-02-16,20210216,溧水,多云-晴,15,0,65,2,东北风,2级,良,,,,,,,,,,,
2021-02-17,20210217,溧水,晴,9,0,38,1,东北风,3级,优,,,,,,,,,,,
2021-02-18,20210218,溧水,晴,12,1,49,1,北风,微风,优,,,,,,,,,,,
2021-02-19,20210219,溧水,晴,19,10,45,1,西南风,3级,优,,,,,,,,,,,
2021-02-20,20210220,溧水,晴,24,13,42,1,西南风,微风,优,,,,,,,,,,,
2021-02-21,20210221,溧水,晴,25,14,45,1,西南风,3级,优,,,,,,,,,,,
2021-02-22,20210222,溧水,阴-多云,26,4,58,2,东北风,3级,良,,,,,,,,,,,
2021-02-23,20210223,溧水,阴-多云,14,4,42,1,东风,4级,优,,,,,,,,,,,
2021-02-24,20210224,溧水,阴-小雨,15,10,38,1,东风,4级,优,,,,,,,,,,,
2021-02-25,20210225,溧水,中雨-小雨,11,7,28,1,东北风,3级,优,,,,,,,,,,,
2021-02-26,20210226,溧水,小雨,8,5,31,1,东北风,4级,优,,,,,,,,,,,
2021-02-27,20210227,溧水,小雨-阴,13,8,44,1,东风,3级,优,,,,,,,,,,,
2021-02-28,20210228,溧水,阴-小雨,13,11,39,1,东南风,3级,优,,,,,,,,,,,
2021-03-01,20210301,溧水,中雨-阵雨,11,0,30,1,西北风,3级,优,,,,,,,,,,,
2021-03-02,20210302,溧水,晴-多云,11,3,42,1,东北风,微风,优,,,,,,,,,,,
2021-03-03,20210303,溧水,阴-小雨,10,6,49,1,东南风,3级,优,,,,,,,,,,,
2021-03-04,20210304,溧水,多云,16,5,48,1,西南风,2级,优,,,,,,,,,,,
2021-03-05,20210305,溧水,阴-小雨,13,9,62,2,东南风,3级,良,,,,,,,,,,,
2021-03-06,20210306,溧水,阴-阵雨,10,4,59,2,东北风,4级,良,,,,,,,,,,,
2021-03-07,20210307,溧水,小雨-阴,7,6,51,2,东北风,2级,良,,,,,,,,,,,
2021-03-08,20210308,溧水,阴-小雨,12,7,61,2,东风,3级,良,,,,,,,,,,,
2021-03-09,20210309,溧水,阴-多云,10,5,45,1,东风,2级,优,,,,,,,,,,,
2021-03-10,20210310,溧水,晴-小雨,15,9,50,1,东南风,3级,优,,,,,,,,,,,
2021-03-11,20210311,溧水,小雨-多云,10,7,57,2,东风,2级,良,,,,,,,,,,,
2021-03-12,20210312,溧水,阴,13,7,58,2,西北风,2级,良,,,,,,,,,,,
2021-03-13,20210313,溧水,阴-多云,15,6,58,2,东风,2级,良,,,,,,,,,,,
2021-03-14,20210314,溧水,晴-多云,20,10,74,2,东南风,微风,良,,,,,,,,,,,
2021-03-15,20210315,溧水,小雨,21,12,93,2,东南风,2级,良,,,,,,,,,,,
2021-03-16,20210316,溧水,阴,14,7,79,2,东北风,微风,良,,,,,,,,,,,
2021-03-17,20210317,溧水,小雨,10,9,68,2,东风,3级,良,,,,,,,,,,,
2021-03-18,20210318,溧水,阴-小雨,13,10,53,2,东北风,3级,良,,,,,,,,,,,
2021-03-19,20210319,溧水,小雨,11,10,35,1,东北风,3级,优,,,,,,,,,,,
2021-03-20,20210320,溧水,小雨-多云,11,9,53,2,西北风,2级,良,,,,,,,,,,,
2021-03-21,20210321,溧水,多云,15,1,93,2,西北风,3级,良,,,,,,,,,,,
2021-03-22,20210322,溧水,晴,15,2,57,2,西北风,2级,良,,,,,,,,,,,
2021-03-23,20210323,溧水,阴-多云,19,10,50,1,南风,2级,优,,,,,,,,,,,
2021-03-24,20210324,溧水,晴,20,8,53,2,西南风,2级,良,,,,,,,,,,,
2021-03-25,20210325,溧水,晴,22,10,61,2,东南风,2级,良,,,,,,,,,,,
2021-03-26,20210326,溧水,多云-雷阵雨,26,16,58,2,东南风,3级,良,,,,,,,,,,,
2021-03-27,20210327,溧水,小雨-多云,16,9,54,2,西风,2级,良,,,,,,,,,,,
2021-03-28,20210328,溧水,雾-晴,23,12,56,2,西南风,2级,良,,,,,,,,,,,
2021-03-29,20210329,溧水,阴,25,15,78,2,东风,3级,良,,,,,,,,,,,
2021-03-30,20210330,溧水,阴-大雨,20,13,127,3,东北风,4级,轻度,,,,,,,,,,,
2021-03-31,20210331,溧水,小雨,15,14,133,3,东风,4级,轻度,,,,,,,,,,,
2021-04-01,20210401,溧水,中雨-阴,13,12,31,1,东北风,微风,优,,,,,,,,,,,
2021-04-02,20210402,溧水,阴-小雨,16,13,33,1,西北风,2级,优,,,,,,,,,,,
2021-04-03,20210403,溧水,阴,14,9,34,1,西北风,3级,优,,,,,,,,,,,
2021-04-04,20210404,溧水,晴,17,4,42,1,北风,3级,优,,,,,,,,,,,
2021-04-05,20210405,溧水,阴-多云,17,11,37,1,东风,2级,优,,,,,,,,,,,
2021-04-06,20210406,溧水,多云,21,11,51,2,东北风,2级,良,,,,,,,,,,,
2021-04-07,20210407,溧水,小雨,16,10,60,2,东风,3级,良,,,,,,,,,,,
2021-04-08,20210408,溧水,多云-晴,18,5,46,1,东风,3级,优,,,,,,,,,,,
2021-04-09,20210409,溧水,晴-多云,20,6,51,2,东风,3级,良,,,,,,,,,,,
2021-04-10,20210410,溧水,多云,19,12,46,1,东风,微风,优,,,,,,,,,,,
2021-04-11,20210411,溧水,小雨-雷阵雨,18,15,38,1,东南风,3级,优,,,,,,,,,,,
2021-04-12,20210412,溧水,小雨-多云,17,12,45,1,西风,微风,优,,,,,,,,,,,
2021-04-13,20210413,溧水,多云-阴,20,10,66,2,东北风,3级,良,,,,,,,,,,,
2021-04-14,20210414,溧水,阴,14,9,44,1,东风,3级,优,,,,,,,,,,,
2021-04-15,20210415,溧水,阴-多云,20,13,42,1,东南风,2级,优,,,,,,,,,,,
2021-04-16,20210416,溧水,阴-多云,23,11,72,2,西北风,2级,良,,,,,,,,,,,
2021-04-17,20210417,溧水,多云,21,7,105,3,西北风,微风,轻度,,,,,,,,,,,
2021-04-18,20210418,溧水,阴-晴,21,8,56,2,东风,2级,良,,,,,,,,,,,
2021-04-19,20210419,溧水,晴-多云,24,13,66,2,东风,微风,良,,,,,,,,,,,
2021-04-20,20210420,溧水,阴-雷阵雨,23,16,58,2,东风,3级,良,,,,,,,,,,,
2021-04-21,20210421,溧水,小雨-雷阵雨,20,17,42,1,东南风,3级,优,,,,,,,,,,,
2021-04-22,20210422,溧水,小雨-阴,20,17,54,2,西风,2级,良,,,,,,,,,,,
2021-04-23,20210423,溧水,阴-多云,25,16,50,1,北风,2级,优,,,,,,,,,,,
2021-04-24,20210424,溧水,阴-阵雨,17,15,58,2,东北风,3级,良,,,,,,,,,,,
2021-04-25,20210425,溧水,小雨-多云,18,16,49,1,东北风,2级,优,,,,,,,,,,,
2021-04-26,20210426,溧水,阴-阵雨,25,16,55,2,东南风,2级,良,,,,,,,,,,,
2021-04-27,20210427,溧水,小雨-多云,19,12,45,1,北风,微风,优,,,,,,,,,,,
2021-04-28,20210428,溧水,多云,23,13,64,2,西北风,2级,良,,,,,,,,,,,
2021-04-29,20210429,溧水,多云,22,14,68,2,西南风,4级,良,,,,,,,,,,,
2021-04-30,20210430,溧水,多云,31,15,56,2,西南风,4级,良,,,,,,,,,,,
2021-05-01,20210501,溧水,晴,25,15,56,2,北风,2级,良,,,,,,,,,,,
2021-05-02,20210502,溧水,多云,23,14,41,1,东北风,4级,优,,,,,,,,,,,
2021-05-03,20210503,溧水,多云-中雨,27,19,53,2,东南风,3级,良,,,,,,,,,,,
2021-05-04,20210504,溧水,小雨-多云,20,13,44,1,西北风,3级,优,,,,,,,,,,,
2021-05-05,20210505,溧水,多云,26,16,67,2,南风,2级,良,,,,,,,,,,,
2021-05-06,20210506,溧水,阴-多云,26,17,62,2,南风,3级,良,,,,,,,,,,,
2021-05-07,20210507,溧水,多云,27,14,68,2,西风,3级,良,,,,,,,,,,,
2021-05-08,20210508,溧水,晴,30,19,79,2,西南风,2级,良,,,,,,,,,,,
2021-05-09,20210509,溧水,晴,33,19,53,2,南风,2级,良,,,,,,,,,,,
2021-05-10,20210510,溧水,阴-小雨,33,22,54,2,西南风,2级,良,,,,,,,,,,,
2021-05-11,20210511,溧水,小雨-阵雨,20,18,40,1,东北风,微风,优,,,,,,,,,,,
2021-05-12,20210512,溧水,阵雨-阴,23,20,49,1,东北风,2级,优,,,,,,,,,,,
2021-05-13,20210513,溧水,阴-大雨,24,20,56,2,东风,3级,良,,,,,,,,,,,
2021-05-14,20210514,溧水,小雨-雷阵雨,31,23,48,1,东南风,2级,优,,,,,,,,,,,
2021-05-15,20210515,溧水,中雨-大雨,31,21,29,1,西南风,3级,优,,,,,,,,,,,
2021-05-16,20210516,溧水,阴-阵雨,24,16,23,1,西北风,3级,优,,,,,,,,,,,
2021-05-17,20210517,溧水,阴-阵雨,23,16,36,1,西北风,2级,优,,,,,,,,,,,
2021-05-18,20210518,溧水,多云-阴,23,17,48,1,东南风,微风,优,,,,,,,,,,,
2021-05-19,20210519,溧水,小雨,20,17,54,2,东风,3级,良,,,,,,,,,,,
2021-05-20,20210520,溧水,阴-多云,20,16,29,1,北风,2级,优,,,,,,,,,,,
2021-05-21,20210521,溧水,多云,27,18,37,1,东南风,2级,优,,,,,,,,,,,
2021-05-22,20210522,溧水,多云-小雨,28,18,63,2,东南风,3级,良,,,,,,,,,,,
2021-05-23,20210523,溧水,中雨-阴,20,17,39,1,东北风,2级,优,,,,,,,,,,,
2021-05-24,20210524,溧水,多云,27,20,56,2,西风,2级,良,,,,,,,,,,,
2021-05-25,20210525,溧水,多云-雷阵雨,30,20,80,2,西南风,2级,良,,,,,,,,,,,
2021-05-26,20210526,溧水,大雨-阴,19,18,44,1,东北风,2级,优,,,,,,,,,,,
2021-05-27,20210527,溧水,晴-多云,28,20,40,1,西南风,3级,优,,,,,,,,,,,
2021-05-28,20210528,溧水,阴-多云,28,18,49,1,西风,3级,优,,,,,,,,,,,
2021-05-29,20210529,溧水,阴-多云,28,19,44,1,西南风,2级,优,,,,,,,,,,,
2021-05-30,20210530,溧水,多云,31,21,48,1,西南风,2级,优,,,,,,,,,,,
2021-05-31,20210531,溧水,多云,31,19,74,2,东南风,3级,良,,,,,,,,,,,
2021-06-01,20210601,溧水,晴-多云,30,21,56,2,东南风,3级,良,,,,,,,,,,,
2021-06-02,20210602,溧水,雷阵雨-阴,29,21,29,1,东南风,3级,优,,,,,,,,,,,
2021-06-03,20210603,溧水,阴-多云,25,19,41,1,北风,3级,优,25.78,8.138,6.343,4.704,0.025,0.073,1.144,468.651,77.518,0.00344,15700000.0
2021-06-04,20210604,溧水,多云,26,18,42,1,西南风,3级,优,25.19,8.088,6.255,4.615,0.025,0.0852,0.997,467.03,100.034,0.00384,21200000.0
2021-06-05,20210605,溧水,晴,31,19,70,2,西南风,3级,良,,,,,,,,,,,
2021-06-06,20210606,溧水,晴,32,20,60,2,南风,2级,良,26.59,8.429,8.005,3.948,0.025,0.0441,1.022,460.772,44.716,0.00351,12000000.0
2021-06-07,20210607,溧水,阴-多云,34,20,72,2,东南风,3级,良,27.35,8.624,8.366,2.937,0.025,0.0367,0.843,463.224,43.258,0.00356,9618320.0
2021-06-08,20210608,溧水,阴-多云,30,21,43,1,东风,2级,优,27.79,8.621,7.972,3.785,0.025,0.0417,0.829,466.74,37.032,0.00427,7172090.0
2021-06-09,20210609,溧水,阴-雷阵雨,33,24,76,2,东南风,2级,良,28.51,8.776,8.372,4.318,0.025,0.0431,0.654,472.859,26.685,0.00601,8633940.0
2021-06-10,20210610,溧水,阴,30,23,51,2,东南风,2级,良,28.73,8.543,7.38,3.408,0.025,0.0359,0.745,472.698,22.233,0.00394,5252370.0
2021-06-11,20210611,溧水,阴-多云,32,23,60,2,东南风,2级,良,28.79,8.477,7.202,3.851,0.025,0.0383,0.446,474.641,23.644,0.00422,8340080.0
2021-06-12,20210612,溧水,阴-雷阵雨,31,24,49,1,东南风,3级,优,29.29,8.611,7.249,3.464,0.025,0.0325,0.298,474.712,16.466,0.0033,4016040.0
2021-06-13,20210613,溧水,阴-中雨,26,24,24,1,东南风,2级,优,29.68,8.413,6.864,3.029,0.025,0.0267,0.19,476.204,9.535,0.00326,4317210.0
2021-06-14,20210614,溧水,阴-雷阵雨,32,26,22,1,东南风,2级,优,29.29,8.401,6.79,3.434,0.025,0.0271,0.13,474.797,7.612,0.0031,4987280.0
2021-06-15,20210615,溧水,阴-小雨,32,23,26,1,西风,3级,优,29.94,8.45,6.989,3.272,0.025,0.0297,0.306,480.69,12.999,0.00315,5678740.0
2021-06-16,20210616,溧水,阴-中雨,27,23,28,1,东北风,2级,优,30.53,8.29,6.781,3.304,0.025,0.0374,0.54,483.717,15.588,0.00332,7689240.0
2021-06-17,20210617,溧水,中雨-雷阵雨,27,25,41,1,北风,2级,优,29.95,8.413,7.228,3.072,0.025,0.0352,0.255,478.927,12.032,0.00346,6644910.0
2021-06-18,20210618,溧水,阴-阵雨,25,22,38,1,西北风,2级,优,29.48,8.344,7.087,4.055,0.025,0.0375,0.324,465.569,14.96,0.00175,8240810.0
2021-06-19,20210619,溧水,小雨-阴,23,19,30,1,东南风,2级,优,28.56,8.272,7.033,3.618,0.025,0.0428,0.578,462.158,26.042,0.00232,11500000.0
2021-06-20,20210620,溧水,阴-多云,28,18,46,1,东南风,2级,优,27.57,8.35,7.12,3.56,0.025,0.0413,0.296,470.91,10.461,0.00243,8392510.0
2021-06-21,20210621,溧水,多云-晴,30,19,53,2,东南风,2级,良,,,,,,,,,,,
2021-06-22,20210622,溧水,晴,31,19,52,2,东南风,3级,良,28.26,8.411,7.59,2.74,0.025,0.0415,0.219,469.206,11.091,0.00278,3535900.0
2021-06-23,20210623,溧水,多云,32,19,66,2,东南风,2级,良,28.74,8.315,7.134,3.026,0.025,0.0359,0.258,472.051,8.836,0.00222,3376120.0
2021-06-24,20210624,溧水,晴-多云,33,22,77,2,东南风,3级,良,29.28,8.161,6.705,2.832,0.025,0.0379,0.276,479.046,10.189,0.00157,3220640.0
2021-06-25,20210625,溧水,阴-雷阵雨,31,22,42,1,东南风,3级,优,29.28,8.1,5.906,2.835,0.0619,0.0432,0.767,496.282,23.601,0.00162,3286610.0
2021-06-26,20210626,溧水,阴-雷阵雨,27,24,39,1,东南风,2级,优,29.29,8.242,6.027,3.213,0.0262,0.052,0.536,495.934,29.373,0.00278,4742500.0
2021-06-27,20210627,溧水,阴-雷阵雨,28,23,43,1,东风,1级,优,28.93,8.173,5.799,3.38,0.025,0.0475,0.477,492.799,20.228,0.00283,5375000.0
2021-06-28,20210628,溧水,多云,31,21,45,1,东北风,2级,优,28.92,8.153,5.781,3.254,0.025,0.0443,0.21,493.806,14.551,0.00177,6490790.0
2021-06-29,20210629,溧水,多云,30,22,37,1,东南风,2级,优,29.72,8.21,6.086,3.01,0.025,0.038,0.253,496.252,11.018,0.00142,5088330.0
2021-06-30,20210630,溧水,阴-多云,31,24,37,1,东南风,3级,优,30.53,8.385,6.426,3.162,0.025,0.0483,0.092,494.841,20.244,0.00261,5868000.0
2021-07-01,20210701,溧水,阴-雷阵雨,31,25,43,1,东南风,3级,优,30.53,8.394,6.363,3.464,0.025,0.0486,0.473,488.197,15.831,0.00404,5532630.0
2021-07-02,20210702,溧水,小雨-大雨,27,25,27,1,东南风,2级,优,30.78,8.534,6.357,3.831,0.025,0.0455,0.431,475.349,23.073,0.00748,4728480.0
2021-07-03,20210703,溧水,小雨-雷阵雨,28,25,22,1,西南风,3级,优,30.31,8.415,6.047,3.803,0.025,0.044,0.05,476.533,22.232,0.00771,5295270.0
2021-07-04,20210704,溧水,大雨-中雨,24,23,30,1,东北风,2级,优,29.71,8.156,5.613,3.87,0.025,0.0556,0.459,466.792,34.692,0.00928,6062770.0
2021-07-05,20210705,溧水,阴-多云,30,25,45,1,西风,2级,优,28.92,8.091,5.651,3.396,0.025,0.0409,0.438,480.229,17.36,0.00194,5187680.0
2021-07-06,20210706,溧水,阴,35,26,54,2,东北风,2级,良,29.71,8.272,6.921,2.629,0.0292,0.0296,0.272,481.096,15.114,0.00314,3968960.0
2021-07-07,20210707,溧水,阴-雷阵雨,33,26,56,2,西南风,2级,良,31.17,8.499,7.759,2.834,0.025,0.0268,0.328,481.754,11.372,0.00408,4299620.0
2021-07-08,20210708,溧水,暴雨-中雨,28,22,34,1,西南风,3级,优,31.82,8.417,7.491,3.029,0.0475,0.0283,0.39,474.115,10.982,0.00499,3607790.0
2021-07-09,20210709,溧水,阴-雷阵雨,33,26,19,1,西南风,3级,优,30.62,8.184,6.459,3.283,0.0417,0.0659,0.668,466.65,75.014,0.00473,5403350.0
2021-07-10,20210710,溧水,多云,33,26,23,1,西南风,2级,优,30.54,8.015,6.207,2.599,0.0739,0.0595,0.648,465.437,61.828,0.00407,4537380.0
2021-07-11,20210711,溧水,阴-多云,35,26,46,1,南风,2级,优,30.63,8.029,6.313,2.577,0.0925,0.052,0.712,465.488,46.12,0.00358,4239650.0
2021-07-12,20210712,溧水,多云,36,27,38,1,西南风,3级,优,31.55,8.354,7.328,2.576,0.0533,0.0349,0.685,465.915,26.174,0.00528,7447440.0
2021-07-13,20210713,溧水,阴-多云,35,27,30,1,南风,3级,优,32.93,8.62,8.303,2.726,0.0276,0.0344,0.544,426.924,19.751,0.00753,7598140.0
2021-07-14,20210714,溧水,多云,36,29,40,1,南风,2级,优,32.94,8.515,7.351,2.779,0.0337,0.0327,0.219,425.869,23.177,0.00537,7840040.0
2021-07-15,20210715,溧水,多云,37,28,40,1,东南风,2级,优,33.51,8.513,6.896,2.618,0.0327,0.0403,0.559,425.862,39.158,0.00474,7742290.0
2021-07-16,20210716,溧水,阴-多云,35,26,34,1,东南风,2级,优,33.71,8.279,6.233,2.299,0.0354,0.0328,0.499,419.546,25.704,0.00373,6386830.0
2021-07-17,20210717,溧水,阴-雷阵雨,27,25,24,1,东北风,3级,优,32.38,8.149,6.276,2.837,0.0416,0.0492,0.586,220.702,48.95,0.00297,5949650.0
2021-07-18,20210718,溧水,阴-雷阵雨,31,24,28,1,东南风,2级,优,30.87,8.143,6.627,11.28,0.0704,0.042,0.646,466.487,26.847,0.00434,4135250.0
2021-07-19,20210719,溧水,多云,32,25,38,1,东风,3级,优,30.86,8.062,6.601,11.319,0.0856,0.0647,0.656,458.502,40.12,0.00328,4523620.0
2021-07-20,20210720,溧水,阴-多云,33,26,30,1,东南风,4级,优,31.19,8.37,7.418,3.387,0.0398,0.0665,0.805,465.723,43.861,0.00734,12400000.0
2021-07-21,20210721,溧水,多云,32,24,28,1,东南风,4级,优,31.37,8.396,7.111,3.762,0.0277,0.0831,0.63,463.442,46.891,0.01115,9400770.0
2021-07-22,20210722,溧水,阴-多云,32,25,31,1,东风,3级,优,31.06,8.389,7.279,3.179,0.0276,0.0691,0.687,458.747,42.878,0.00578,11300000.0
2021-07-23,20210723,溧水,多云,33,26,30,1,东北风,3级,优,30.87,8.867,7.785,3.972,0.0284,0.0713,0.662,458.691,40.491,0.01303,12300000.0
2021-07-24,20210724,溧水,小雨-雷阵雨,30,26,26,1,东北风,3级,优,30.64,8.313,6.925,3.043,0.025,0.0619,0.644,443.923,49.017,0.00524,9204300.0
2021-07-25,20210725,溧水,中雨,27,24,23,1,东北风,4级,优,29.6,8.189,6.877,2.957,0.0359,0.0658,0.559,437.329,47.513,0.00527,6218130.0
2021-07-26,20210726,溧水,中雨-大雨,26,25,14,1,北风,5级,优,,,,,,,,,,,
2021-07-27,20210727,溧水,中雨-大雨,27,25,15,1,东北风,3级,优,,,,,,,,,,,
2021-07-28,20210728,溧水,阴-雷阵雨,31,26,16,1,南风,4级,优,27.56,8.088,7.094,7.252,0.025,0.2757,0.755,379.204,248.673,0.00911,17400000.0
2021-07-29,20210729,溧水,阴-多云,30,24,19,1,西南风,3级,优,28.29,8.088,7.144,4.079,0.025,0.1322,0.449,414.352,137.803,0.00525,6914110.0
2021-07-30,20210730,溧水,多云,34,25,37,1,西风,2级,优,,,,,,,,,,,
2021-07-31,20210731,溧水,阴-多云,34,25,43,1,东风,2级,优,29.86,8.066,6.752,3.195,0.0321,0.0647,0.816,414.441,69.646,0.00464,5101670.0
2021-08-01,20210801,溧水,多云,34,25,43,1,东北风,2级,优,30.41,8.118,6.842,2.993,0.025,0.0608,0.78,421.472,46.016,0.00494,4425870.0
2021-08-02,20210802,溧水,多云,33,25,49,1,东北风,2级,优,31.37,8.631,8.523,3.061,0.025,0.0463,0.687,415.287,35.352,0.01139,8316680.0
2021-08-03,20210803,溧水,阴-多云,31,26,32,1,东北风,3级,优,31.43,8.831,8.633,3.121,0.025,0.037,0.744,407.563,24.109,0.01235,10600000.0
2021-08-04,20210804,溧水,阴-多云,33,25,25,1,东风,3级,优,31.11,8.529,7.142,2.935,0.0274,0.0379,0.76,404.141,23.428,0.00628,6771040.0
2021-08-05,20210805,溧水,阴-多云,32,25,24,1,东风,3级,优,31.35,8.271,6.851,2.803,0.0385,0.0514,0.722,440.385,32.555,0.00416,8019100.0
2021-08-06,20210806,溧水,多云,33,25,20,1,东风,3级,优,31.35,8.324,6.86,2.991,0.038,0.0588,0.744,440.944,34.491,0.00343,5532170.0
2021-08-07,20210807,溧水,多云,32,25,30,1,东北风,3级,优,31.73,8.292,6.955,3.132,0.0348,0.0602,0.977,431.203,26.641,0.00423,7614800.0
2021-08-08,20210808,溧水,晴-多云,33,24,34,1,东北风,2级,优,31.73,8.384,7.093,3.614,0.0288,0.0691,1.16,423.511,25.361,0.00423,9650160.0
2021-08-09,20210809,溧水,阴,32,25,46,1,东北风,2级,优,31.92,8.881,8.882,4.522,0.025,0.057,1.325,422.936,26.513,0.00366,21500000.0
2021-08-10,20210810,溧水,阴-中雨,32,26,42,1,东北风,2级,优,31.75,8.798,8.275,3.329,0.025,0.0525,0.954,432.689,28.664,0.00431,12800000.0
2021-08-11,20210811,溧水,小雨-雷阵雨,27,25,47,1,东南风,2级,优,,,,,,,,,,,
2021-08-12,20210812,溧水,阴-中雨,29,25,31,1,东北风,2级,优,30.97,8.636,7.316,3.473,0.0317,0.042,0.796,421.607,19.337,0.00297,12900000.0
2021-08-13,20210813,溧水,阴-大雨,27,23,40,1,东北风,3级,优,30.57,8.49,6.926,3.15,0.0354,0.0455,0.983,413.276,20.794,0.00206,8975450.0
2021-08-14,20210814,溧水,阴-阵雨,26,23,33,1,东北风,3级,优,29.79,8.492,7.152,3.67,0.0315,0.0641,0.972,400.823,37.519,0.00244,12100000.0
2021-08-15,20210815,溧水,大雨-阴,24,22,29,1,东北风,2级,优,28.92,8.579,7.552,3.756,0.0382,0.0692,1.038,392.594,19.405,0.00223,63200000.0
2021-08-16,20210816,溧水,小雨-阵雨,25,22,24,1,东北风,2级,优,28.11,8.466,7.084,2.833,0.0573,0.0375,0.413,380.086,12.475,0.00125,
2021-08-17,20210817,溧水,阴-多云,31,22,30,1,东北风,2级,优,28.2,8.089,7.049,2.944,0.0531,0.0381,0.512,394.676,10.125,0.00176,
