date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean,density_lower,density_upper,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-01-27,-0.0297185592353343,-0.1187947615981102,0.2832744419574737,0.0584396310150623,-0.0623229123924555,-0.042283296585083,2265.0,1784.0,2616.0,2465.0,1587.0,1532.0,1196.0,2819976.6666666665,2664515.9111052323,2975437.4222281007,7.6,8.62,11.52,4.35,0.059,0.042,2.67,459.6,27.5,0.004,2998222.0
2021-01-28,0.0449772477149963,0.0083367060869932,0.125091090798378,0.0319748185575008,0.0167127461521675,0.0128130940720438,6126.0,6229.0,5457.0,5971.0,5843.0,5851.0,4686.0,3108991.0,2592386.6361823725,3625595.363817628,8.3,8.7,11.35,-1.0,0.081,0.035,-1.0,470.1,16.4,0.003,2535843.0
2021-01-29,,,,,,,,,,,,,,,,,8.0,8.7,11.46,4.48,0.071,0.052,2.8,466.8,35.3,0.003,3213784.0
2021-01-30,,,,,,,,,,,,,,,,,7.6,8.84,11.76,4.86,0.129,0.057,-1.0,471.0,73.2,0.003,4163794.0
2021-01-31,0.0027771843597292,0.0026172455400228,-0.0295810680836439,0.03098632581532,0.0126390009736717,0.0006387055618688,7050.0,7087.0,7002.0,7041.0,6661.0,4865.0,2700.0,3794004.0,3060177.947564841,4527830.052435159,,,,,,,,,,,
2021-02-01,-0.0038484665565192,-0.0006033546524122,0.0054734535515308,0.1191891878843307,0.0394104806486974,0.0005429864395409,8292.0,8282.0,8347.0,8283.0,6518.0,3281.0,1567.0,3410594.833333333,3265790.333985993,3555399.332680674,8.8,8.95,12.13,4.35,0.147,0.047,2.82,464.1,26.7,0.005,3624188.0
2021-02-02,0.0144867552444338,-0.1627196371555328,0.6353151798248291,0.1651311069726944,-0.0684421419031043,-0.0354879610240459,2283.0,1644.0,2381.0,2451.0,1178.0,1074.0,654.0,2724104.5,2487437.7848465834,2960771.2151534166,8.4,8.66,11.28,4.24,0.165,0.04,2.79,465.1,17.3,0.003,3063267.0
2021-02-03,0.0602488555014133,-0.280575543642044,7.0340681076049805,0.4331210255622864,-0.1236009119132995,-0.0052778641693294,1602.0,900.0,1435.0,1619.0,356.0,290.0,119.0,3762496.5,3086857.69591425,4438135.30408575,8.5,8.63,11.39,4.15,0.291,0.043,3.02,454.2,25.4,0.002,2651126.0
2021-02-04,0.1250483989715576,-0.3634558022022247,-4.518518447875977,0.3382045924663543,-0.2155158760358966,-0.0283085629343986,1373.0,641.0,1130.0,1453.0,317.0,222.0,132.0,3356359.6666666665,2951905.134678406,3760814.1986549264,9.25,8.706,12.053,4.603,0.183,0.0478,2.808,456.099,23.242,0.00482,3770767.0
2021-02-05,-0.0022601191885769,-6.877106352476403e-05,0.0006280618254095,0.0321573093533515,0.0112874279390639,-0.0008931638440117,7271.0,7270.0,7317.0,7284.0,6817.0,5477.0,3202.0,3780820.5,3225545.397128866,4336095.602871134,9.29,8.633,11.948,4.113,0.2427,0.0435,2.833,460.62,49.013,0.00261,3902542.0
2021-02-06,0.0888585075736045,-0.3511961698532104,2.1677496433258057,0.4095634222030639,-0.1949173683191672,-0.0602329447865486,1412.0,678.0,1333.0,1593.0,284.0,312.0,96.0,3406300.9166666665,3016679.649273538,3795922.184059795,9.26,8.646,11.614,4.14,0.2355,0.0455,2.919,453.788,22.4,0.00221,2926934.0
2021-02-07,,,,,,,,,,,,,,,,,10.65,8.769,11.823,4.145,0.1535,0.0429,2.778,469.146,18.673,0.00284,3651879.0
2021-02-08,0.0052224774844944,0.0118691297248005,-0.1375598013401031,0.0324347093701362,0.0191707987888154,-0.0026044379919767,4787.0,4902.0,4762.0,4812.0,4594.0,3803.0,3156.0,4619274.333333333,4263395.387765426,4975153.27890124,10.59,8.866,12.35,4.156,0.1037,0.0373,2.706,494.6,39.578,0.0054,5446494.0
2021-02-09,,,,,,,,,,,,,,,,,9.92,8.048,10.715,4.386,0.1676,0.0555,3.46,581.135,49.89,0.00333,4625881.0
2021-02-10,-0.0030190632678568,0.0022687609307467,-0.0182635579258203,0.0582273826003074,0.021700351740824,-0.005393180064857,5717.0,5743.0,5814.0,5779.0,5111.0,3046.0,1906.0,4426139.666666667,4116988.3093681335,4735291.0239652,9.7,8.054,10.811,4.806,0.1893,0.0688,3.672,563.871,66.229,0.00315,4733236.0
2021-02-11,0.0036386449355632,-0.0078371884301304,0.0801137089729309,0.1333477795124054,0.0387013505783172,-0.0016278487164527,7973.0,7849.0,7941.0,7999.0,6002.0,2178.0,1099.0,3443684.333333333,3216250.57125136,3671118.095415307,9.83,8.029,10.544,4.567,0.4029,0.079,3.813,573.316,40.857,0.00292,3851644.0
2021-02-12,0.0003308701852802,-0.0193740688264369,0.1391633749008178,0.0328423082828521,-0.0012129570739573,-0.0099098095670342,4446.0,4277.0,4532.0,4535.0,4005.0,3585.0,2236.0,3528292.6,3236236.99167586,3820348.208324141,10.04,8.121,10.684,4.486,0.3519,0.0659,3.713,540.9,24.442,0.00381,3811062.0
2021-02-13,0.0283123906701803,-0.0092147747054696,0.2697095572948456,0.0129640065133571,-0.0013505935713987,-0.0045059043914079,6407.0,6290.0,6109.0,6465.0,6129.0,6064.0,4621.0,3574339.5,3212851.778790777,3935827.221209224,,,,,,,,,,,
2021-02-14,0.0151216303929686,0.0089143589138984,-0.2248996049165725,0.0607531368732452,0.0269650106805603,0.0040316078811883,6226.0,6338.0,5992.0,6176.0,5612.0,5427.0,3736.0,3433741.333333333,3235998.2650721334,3631484.4015945336,11.21,8.205,10.64,4.116,0.1171,0.0406,3.146,559.387,12.778,0.00308,
2021-02-15,0.00632696878165,0.0038148947060108,-0.0609648339450359,0.0773795396089553,0.0290874710347012,0.0056932349689304,9009.0,9078.0,8795.0,8907.0,7774.0,6941.0,5006.0,3583751.833333333,3251570.495604193,3915933.171062474,12.24,8.193,10.372,4.177,0.139,0.0395,3.163,557.362,12.684,0.00284,3354866.0
2021-02-16,0.0410274714231491,-0.2628750503063202,1.8435930013656616,0.2256142944097519,-0.1395259955630724,-0.017079122364521,1410.0,823.0,1344.0,1459.0,520.0,417.0,333.0,3523454.1666666665,2971735.284755004,4075173.0485783294,11.42,8.112,9.91,4.004,0.1939,0.0439,3.382,544.731,24.871,0.00222,3325707.0
2021-02-17,-0.0058220946229994,0.004430241882801,-0.0485668778419494,0.0219463538378477,0.0106605817133791,0.0080152954906225,6854.0,6915.0,6824.0,6745.0,6618.0,6561.0,5414.0,3261880.583333333,2977047.593006305,3546713.573660362,11.25,8.145,10.09,3.982,0.1492,0.0438,3.223,562.528,29.53,0.00271,3215979.0
2021-02-18,,,,,,,,,,,,,,,,,10.25,8.109,9.914,4.0,0.2483,0.0528,3.598,568.177,15.874,0.00165,2558524.0
2021-02-19,,,,,,,,,,,,,,,,,10.09,8.123,10.198,3.966,0.1948,0.0476,3.07,581.102,11.606,0.00136,2087081.0
2021-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-21,,,,,,,,,,,,,,,,,11.71,8.223,10.589,2.219,0.2432,0.055,3.564,562.618,18.878,0.00357,3699834.0
2021-02-22,0.0972993001341819,-0.1839776486158371,1.5262751579284668,0.1845841854810714,-0.0811564080799426,-0.0769789367914199,1271.0,876.0,1220.0,1483.0,603.0,590.0,221.0,4277318.285714285,3663169.757216759,4876213.217142216,,,,,,,,,,,
2021-02-23,0.1447435319423675,-0.3136818706989288,-1.0151188373565674,0.5104039311408997,-0.1461210686191962,0.0233968812972307,1181.0,617.0,842.0,1127.0,200.0,178.0,89.0,4399746.071428572,3781061.816219058,4987923.13249889,,,,,,,,,,,
2021-02-24,0.0390694886445999,-0.2230418026447296,2.9981114864349365,0.4504918158054352,-0.0672665951836105,-0.0002871088217943,1741.0,1106.0,1611.0,1742.0,419.0,433.0,201.0,4522173.857142857,3898953.8752213577,5099633.047855565,,,,,,,,,,,
2021-02-25,0.0017922183033078,-0.0060837822966277,0.0643776804208755,0.1848321557044983,0.0550610499039122,0.0010377032449468,8682.0,8577.0,8633.0,8664.0,5901.0,1974.0,897.0,4644601.642857143,4016845.934223657,5211342.9632122405,,,,,,,,,,,
2021-02-26,-0.0235429536551237,-0.0040459623560309,0.0225985292345285,0.1435827612876892,0.0444479074844736,-0.0013949994463473,9306.0,9231.0,9782.0,9332.0,6913.0,2944.0,1562.0,4767029.428571428,4134737.993225956,5323052.878568916,,,,,,,,,,,
2021-02-27,-0.0093062603846192,-0.0129496399313211,0.0755033567547798,0.0307443365454673,0.0023323232958616,-0.0116630671545863,4576.0,4459.0,4772.0,4684.0,4193.0,3281.0,2077.0,4889457.214285715,4252630.052228256,5434762.79392559,,,,,,,,,,,
2021-02-28,-0.0091814808547496,0.0034706306178122,-0.0276012923568487,0.0391266010701656,0.0160095002189075,6.571597623405978e-05,7609.0,7662.0,7749.0,7608.0,7085.0,5745.0,3225.0,5011885.0,4370522.111230555,5546472.709282265,,,,,,,,,,,
2021-03-01,0.007963347248733,-0.0001072156082955,0.0017182130832225,0.050106968730688,0.017390336591359,0.004739336669445,9328.0,9326.0,9094.0,9240.0,8436.0,6616.0,4108.0,5117788.055555556,4488414.170232855,5658182.624638939,,,,,,,,,,,
2021-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,0.0038261306472122,0.0102529050782322,-0.1132153123617172,0.0466074422001838,0.0230338095218454,-0.0023800577037036,7964.0,8129.0,7941.0,8002.0,7405.0,6107.0,4784.0,5329594.166666666,4724198.288237453,5881602.45535229,,,,,,,,,,,
2021-03-04,0.0791214630007743,-0.2166367471218109,-3.951965093612671,0.1630386561155319,-0.1124240462765012,-0.0014734774595126,2033.0,1309.0,1740.0,2039.0,942.0,987.0,682.0,5435497.222222222,4842090.347239753,5993312.370708965,,,,,,,,,,,
2021-03-05,-0.0325379595160484,0.0014805278042331,-0.007047432474792,0.1027004048228263,0.0356727742988742,-0.0031488977838307,7756.0,7779.0,8330.0,7805.0,6330.0,3074.0,1741.0,5541400.277777778,4959982.406242052,6105022.286065639,,,,,,,,,,,
2021-03-06,0.0119264936074614,0.0146558796986937,-0.3446374535560608,0.0446644127368927,0.0252482664901215,0.0053232847712934,8404.0,8654.0,8119.0,8315.0,7914.0,6294.0,3946.0,5647303.333333333,5077874.465244352,6216732.201422314,,,,,,,,,,,
2021-03-07,-0.0004694835806731,0.0042213881388306,-0.0407885797321796,0.0672316029667854,0.0260085200358971,-0.0014111006166785,8492.0,8564.0,8524.0,8516.0,7485.0,6158.0,4415.0,5584247.0,3483154.6105789137,7685339.389421087,10.85,8.113,11.012,4.355,0.0451,0.0887,3.349,546.374,70.128,0.0043,4975176.0
2021-03-08,0.0140000004321336,0.0007140306988731,-0.0135363787412643,-0.0004457519971765,0.0002965889867422,0.0018791946349665,5598.0,5606.0,5423.0,5577.0,5611.0,5564.0,4598.0,3179648.6666666665,2915178.598036579,3444118.735296754,,,,,,,,,,,
2021-03-09,0.004016064107418,0.0038291946984827,-0.0536062382161617,0.0552573800086975,0.0217385263099389,0.0049751242622733,8585.0,8651.0,8432.0,8500.0,7745.0,6060.0,3796.0,3217282.6,2701399.0872029243,3733166.112797076,,,,,,,,,,,
2021-03-10,0.1479744166135788,-0.419117659330368,24.60431671142578,0.5566502213478088,-0.2500378929901957,-0.0750798732042312,1158.0,474.0,999.0,1346.0,135.0,200.0,-2.0,3214446.0,2875228.9888755595,3553663.0111244405,11.13,8.113,10.69,3.188,0.0891,0.0446,2.954,531.272,15.335,0.00164,2965477.0
2021-03-11,0.004894143436104,-0.0043830811046063,0.0529520772397518,0.1705745905637741,0.052178306501619,0.0015844396548345,9166.0,9086.0,9048.0,9137.0,6438.0,2124.0,1071.0,4121634.125,3662399.8159830575,4580868.434016943,11.79,8.102,10.942,2.963,0.0937,0.0372,2.428,547.111,33.555,0.00197,3576704.0
2021-03-12,0.002191380597651,0.0057810428552329,-0.0668896287679672,0.0702979788184166,0.0280699365924449,0.0013950385618954,8255.0,8351.0,8196.0,8232.0,7254.0,5991.0,3724.0,4105718.5,3959450.452225188,4251986.547774812,11.24,8.147,10.896,3.717,0.0421,0.0694,2.766,500.936,58.492,0.00309,4059680.0
2021-03-13,,,,,,,,,,,,,,,,,11.96,8.156,10.446,3.33,0.0431,0.0519,2.794,494.969,26.749,0.00297,4230160.0
2021-03-14,0.0651769116520881,-0.2549281716346741,2.40390682220459,0.301809698343277,-0.1194924730326528,-0.0319587625563144,1878.0,1115.0,1757.0,2002.0,598.0,405.0,237.0,4397323.666666667,4296305.61797444,4498341.715358894,,,,,,,,,,,
2021-03-15,0.0371925607323646,-0.2465591877698898,0.9993624687194824,0.3195592164993286,-0.1090886214638667,-0.0434520207345485,1585.0,958.0,1605.0,1729.0,494.0,417.0,151.0,5850609.75,4719204.371529466,6982015.128470534,,,,,,,,,,,
2021-03-16,-0.0026007802225649,-0.0011689070379361,0.0097715891897678,0.0522589087486267,0.017410760627993,-0.0037077425513416,6852.0,6836.0,6939.0,6903.0,6157.0,5283.0,3460.0,5119784.5,4547021.469487252,5692547.530512748,14.18,8.057,10.025,3.318,0.0463,0.0539,2.585,488.567,26.246,0.00244,4776986.0
2021-03-17,0.0152851659804582,0.0023492560721933,-0.0694980695843696,0.0237952414900064,0.0099583538050141,0.0069156293757259,7644.0,7680.0,7312.0,7539.0,7323.0,6261.0,4816.0,4239304.0,3751204.7733389945,4727403.226661006,13.6,8.049,9.821,3.184,0.0616,0.0466,2.778,479.729,36.748,0.00288,4950650.0
2021-03-18,0.0090140849351882,-0.0012040381552651,0.0185237955302,0.0229557957500219,0.0073528430548326,0.0029690109658986,5405.0,5392.0,5277.0,5373.0,5150.0,4841.0,3505.0,4455162.5,3937120.530355535,4973204.4696444655,12.87,8.076,10.062,3.148,0.0658,0.0453,2.744,516.728,20.178,0.00229,3946618.0
2021-03-19,-0.0263979192823171,0.0116021381691098,-0.0748591125011444,0.0561415441334247,0.027182105692171,0.0063043334521353,7582.0,7760.0,7893.0,7487.0,6935.0,5829.0,3819.0,4166633.0,3883341.2776846136,4449924.722315387,13.08,8.061,10.008,3.086,0.0395,0.0369,2.637,527.192,16.022,0.00226,4217751.0
2021-03-20,0.012757490389049,0.0134228188544511,-0.4682013392448425,0.0502521283924579,0.0263677525522108,0.0095576029270887,8820.0,9060.0,8435.0,8653.0,8193.0,6296.0,3871.0,3832306.5,3482529.7250290858,4182083.274970914,12.94,8.05,10.059,2.988,0.0524,0.0405,2.649,505.887,14.83,0.00231,4354271.0
2021-03-21,-0.0242746211588382,0.0186946541070938,-0.1168511658906936,0.0365426316857337,0.0250427084951079,0.0012549150269478,5984.0,6212.0,6266.0,5969.0,5774.0,4410.0,2800.0,4157242.25,3494491.718337512,4819992.781662488,12.51,8.057,10.046,2.923,0.0727,0.0399,2.628,536.156,20.089,0.00166,4360034.0
2021-03-22,,,,,,,,,,,,,,,,,12.49,8.085,10.38,3.125,0.0617,0.0413,2.744,525.357,21.761,0.00184,5206906.0
2021-03-23,,,,,,,,,,,,,,,,,12.92,8.122,10.595,3.066,0.053,0.0382,2.621,524.388,16.094,0.00198,3560053.0
2021-03-24,0.1120035722851753,-0.3503184616565704,2.324598550796509,0.2895069420337677,-0.2091931137646525,-0.0806591510772705,1060.0,510.0,995.0,1246.0,281.0,182.0,129.0,6120391.75,5089896.601580928,7150886.898419072,,,,,,,,,,,
2021-03-25,0.1018478721380233,-0.3397312760353088,1.2782859802246094,0.1569506675004959,-0.2191670555741355,-0.1009016782045364,1047.0,516.0,1045.0,1282.0,376.0,278.0,226.0,6221896.166666667,5392409.37079824,7051382.962535094,14.93,8.183,10.453,3.319,0.0297,0.0467,2.665,528.348,18.498,0.00394,6027156.0
2021-03-26,,,,,,,,,,,,,,,,,15.45,8.335,11.184,3.109,0.025,0.0358,2.598,526.216,21.066,0.00605,5956138.0
2021-03-27,0.0257073752582073,0.0217030122876167,0.737994372844696,0.0293456092476844,0.024438673988096,0.0163987483829259,9421.0,9839.0,8660.0,9117.0,9278.0,7816.0,5593.0,10129635.333333334,9700907.83888901,10558362.827777658,16.26,8.593,10.655,4.101,0.025,0.0677,2.653,556.391,63.502,0.01142,9555176.0
2021-03-28,0.0407047383487224,-0.2014134228229522,0.7798722982406616,0.2253012061119079,-0.0870646559755349,-0.0564292334020137,1530.0,1017.0,1579.0,1713.0,643.0,585.0,347.0,8671073.166666666,7712650.70791794,9629495.625415392,16.36,8.517,9.75,4.009,0.025,0.0585,2.577,552.579,26.085,0.01263,10300000.0
2021-03-29,,,,,,,,,,,,,,,,,18.36,8.293,9.627,3.272,0.025,0.0469,2.422,522.817,15.743,0.00657,6120955.0
2021-03-30,-0.0130932899191975,0.013695309869945,-0.0724266096949577,0.0607482567429542,0.0301300698133997,-0.0183353442698717,4069.0,4182.0,4333.0,4221.0,3703.0,2084.0,1187.0,8265566.333333333,7806884.838061802,8724247.828604864,18.41,8.587,10.368,3.229,0.025,0.0424,2.425,532.789,39.443,0.01032,8778042.0
2021-03-31,0.0178584139794111,0.0266470275819301,-2.0600414276123047,0.0517868176102638,0.0355493125151948,0.0080432668328285,7269.0,7667.0,6902.0,7153.0,6912.0,4714.0,2568.0,8857232.5,8410202.058549657,9304262.941450344,17.93,8.626,9.559,3.736,0.025,0.047,2.424,530.95,44.321,0.01233,9062379.0
2021-04-01,-0.0005979430861771,0.0142942229285836,-0.130818709731102,0.0722830891609191,0.0344141503172093,-0.0049302550032734,8275.0,8515.0,8367.0,8357.0,7367.0,4811.0,2757.0,6070924.5,5686930.12,6454918.88,,,,,,,,,,,
2021-04-02,0.0225030165165662,0.0246397033333778,6.84501838684082,0.0086297066882252,0.0188232909854883,0.0096940528601408,7343.0,7714.0,6885.0,7202.0,7582.0,7171.0,5399.0,6883034.0,4928999.123074286,8837068.876925714,17.09,8.188,7.342,2.942,0.0913,0.0322,1.918,529.262,7.937,0.00425,5666833.0
2021-04-03,0.0190406441688537,0.0122113544493913,-1.610687017440796,0.0454898662865161,0.023933651504112,0.0109577681869268,8534.0,8745.0,8037.0,8349.0,7984.0,6513.0,4382.0,5653867.166666667,5005048.802300311,6302685.531033023,17.41,8.169,8.239,2.736,0.0914,0.0293,1.845,520.905,9.094,0.00289,6703522.0
2021-04-04,0.0548236295580863,-0.2967551648616791,1.0944299697875977,0.3127753436565399,-0.1557742049524644,-0.0606837607920169,1099.0,596.0,1112.0,1241.0,312.0,242.0,213.0,6147805.166666667,5593350.600316062,6702259.733017272,16.41,8.061,8.561,1.929,0.1206,0.0497,1.878,413.272,37.197,0.00242,5281810.0
2021-04-05,,,,,,,,,,,,,,,,,16.16,8.205,9.333,2.845,0.0569,0.0379,2.244,532.011,15.741,0.00342,6026716.0
2021-04-06,-0.016217665746808,-0.0179211478680372,0.084311343729496,0.0122654056176543,-0.0072737006629704,-0.016620498150587,3550.0,3425.0,3791.0,3670.0,3342.0,3311.0,2733.0,5415920.166666667,4944959.790930647,5886880.542402687,16.36,8.161,9.311,2.602,0.0557,0.0323,1.942,534.062,16.573,0.00335,4932596.0
2021-04-07,0.0056476253084838,-0.0107042249292135,0.1050110533833503,0.0913610905408859,0.0237301354789971,-0.0045315823517739,5382.0,5268.0,5370.0,5431.0,4386.0,1482.0,663.0,5863447.0,5330316.615600793,6396577.384399207,16.6,8.232,9.783,2.708,0.0318,0.03,1.921,531.627,19.387,0.00501,5658391.0
2021-04-08,0.0458849221467971,-0.2445939481258392,1.0035488605499268,0.2036753445863723,-0.1277620541896497,-0.051629438996315,1295.0,786.0,1310.0,1436.0,520.0,443.0,445.0,6430734.833333333,6159380.849246565,6702088.817420101,15.96,8.233,9.847,2.878,0.025,0.0352,2.233,532.644,18.535,0.00616,6401635.0
2021-04-09,,,,,,,,,,,,,,,,,16.2,8.482,10.641,2.666,0.025,0.0319,1.919,512.536,15.338,0.00889,7129616.0
2021-04-10,,,,,,,,,,,,,,,,,16.58,8.31,9.773,2.677,0.025,0.028,1.671,509.366,20.451,0.00365,5319836.0
2021-04-11,0.0110547095537185,0.0040816324763,-0.0745516791939735,0.053350307047367,0.0212619832134595,0.0036129176151007,9028.0,9102.0,8767.0,8963.0,8180.0,6326.0,4003.0,6748079.2,6091971.516265516,7404186.883734484,,,,,,,,,,,
