date,weather,max_temperature,min_temperature,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,GMT_0000_PAR,GMT_0300_PAR,GMT_0600_PAR,GMT_0900_PAR,GMT_1200_PAR,GMT_1500_PAR,GMT_1800_PAR,GMT_2100_PAR,DAPAR,PDVI,MPAR,APAR,PPDI,PAI,wind_power_num,strong_wind,wind_north,weather_heavy_rain,temperature_high,weather_weight,weather_temp_index,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index
2021-01-13,多云,15,2,2.8,7.57,13.4,3.45,0.025,0.069,1.57,403.1,80.1,0.002,4437510.0,63.8053092956543,251.57334899902344,211.49639892578125,3.8855597972869873,0.0,0.0,0.0,0.0,530.760617017746,251573348.99902344,27.520865466859604,0.0,0.25,-0.9999999981159114,2.0,0,0,0,0,0.7,0.0,22.753623188405797,37.519999999999996,1.6963333333333335,155.241,0.0017250000000000002,21.195999999999998,0.01592356687898089,0.9878854177204571,0.069,0.012330456226880395
2021-01-14,阴-晴,13,2,4.0,7.3,13.13,3.44,0.03,0.065,1.32,402.2,61.8,0.003,3179560.0,64.65645599365234,252.90750122070312,189.23521423339844,3.505380868911743,0.0,0.0,0.0,0.0,510.3045523166657,252907501.22070312,27.7113467057546,0.0,0.375,-0.999999998040386,2.0,0,0,0,0,1.0,0.0,20.307692307692307,52.52,1.6083333333333334,147.57,0.00195,29.2,0.022727272727272724,0.9996955638444028,0.065,0.01592356687898089
2021-01-15,晴-阴,18,1,4.2,7.28,13.29,3.22,0.025,0.048,1.28,399.7,51.4,0.003,3386130.0,54.12136459350586,230.9519805908203,174.15333557128906,3.4290120601654053,0.0,0.0,0.0,0.0,462.65569281578064,230951980.5908203,25.28032983673944,0.0,0.25,-0.9999999978385654,1.0,0,1,0,0,1.0,0.0,26.666666666666668,55.818,1.516,142.654,0.0012000000000000001,30.576000000000004,0.01953125,1.0172780256111091,0.048,0.019083969465648856
2021-01-16,阴-多云,6,-1,4.9,7.3,13.18,3.33,0.025,0.053,1.28,396.3,61.0,0.003,3268090.0,33.96623611450195,149.20376586914062,73.45634460449219,1.5799521207809448,0.0,0.0,0.0,0.0,258.2062987089157,149203765.86914062,16.402645972039963,0.0,0.375,-0.9999999961271278,3.0,0,0,0,0,0.7,0.0,24.150943396226417,64.58200000000001,1.5543333333333333,145.48000000000002,0.001325,35.77,0.01953125,1.0277094902922235,0.053,0.016129032258064516
2021-01-17,多云-晴,7,-2,4.9,7.27,12.81,3.68,0.034,0.088,1.34,399.0,98.9,0.003,5297180.0,52.81911087036133,225.66958618164065,184.7671813964844,4.316739559173584,0.0,0.0,0.0,0.0,467.5726180076599,225669586.18164065,24.59476073582967,0.0,0.25,-0.9999999978612948,2.0,0,1,0,0,1.0,0.0,15.227272727272728,62.769000000000005,1.7026666666666668,161.44099999999997,0.002992,35.623,0.02537313432835821,0.998858768637586,0.088,0.01001001001001001
2021-01-18,晴,11,0,4.8,7.28,12.73,3.5,0.025,0.065,1.29,404.4,76.2,0.003,4184580.0,80.8137435913086,275.0509338378906,230.17364501953125,7.313582420349121,0.0,0.0,0.0,0.0,593.3519048690796,275050933.8378906,29.74859460194905,0.0,0.375,-0.9999999983146596,2.0,0,0,0,0,1.0,0.0,19.846153846153847,61.104,1.6183333333333334,153.98399999999998,0.0016250000000000001,34.944,0.01937984496124031,0.9900100398361487,0.065,0.012953367875647668
2021-01-19,晴,10,4,5.6,7.75,12.46,3.92,0.442,0.077,2.83,490.4,42.2,0.008,3004150.0,62.6397705078125,248.06005859375,196.3949279785156,5.4757280349731445,0.0,0.0,0.0,0.0,512.5704851150513,248060058.59375,26.95381450653076,0.0,0.25,-0.9999999980490488,3.0,0,0,0,0,1.0,0.0,36.753246753246756,69.776,2.2756666666666665,166.325,0.034034,43.4,0.15618374558303888,0.9895401475733719,0.077,0.023148148148148147
2021-01-20,晴-小雨,14,10,6.0,7.88,12.64,5.58,0.642,0.108,3.6,539.4,51.5,0.014,4861730.0,71.3835220336914,263.2616882324219,205.4808959960937,6.253422260284424,0.0,0.0,0.0,0.0,546.3795285224915,263261688.23242188,28.55647399690416,0.0,0.375,-0.9999999981697704,3.0,0,0,0,0,1.0,0.0,33.333333333333336,75.84,3.096,184.784,0.069336,47.28,0.17833333333333334,1.014319493674409,0.108,0.01904761904761905
2021-01-21,小雨,13,8,6.9,7.79,11.81,4.69,0.402,0.119,3.54,600.0,61.6,0.011,4213100.0,29.8217830657959,125.48296356201172,152.28785705566406,4.772512912750244,0.0,0.0,0.0,0.0,312.3651165962219,152287857.05566406,16.39059379365709,0.0,0.25,-0.9999999967986182,2.0,0,1,0,0,0.0,0.0,29.747899159663866,81.489,2.783,206.977,0.047838,53.751000000000005,0.1135593220338983,0.9699102747171573,0.119,0.01597444089456869
2021-01-22,中雨,10,6,7.7,7.87,11.83,4.42,0.23,0.094,3.14,600.2,40.3,0.011,4078620.0,9.71624755859375,40.47045135498047,18.970861434936523,0.6109735369682312,0.0,0.0,0.0,0.0,69.76853388547897,40470451.35498047,4.428830868668026,0.0,0.375,-0.9999999856668912,2.0,0,0,0,0,0.0,0.0,33.40425531914894,91.09100000000001,2.5513333333333335,198.541,0.02162,60.599000000000004,0.0732484076433121,0.9914859606658984,0.094,0.02421307506053269
2021-01-23,小雨-多云,7,2,7.8,7.81,11.31,4.27,0.216,0.088,3.15,613.3,35.2,0.011,3806300.0,8.255998611450195,34.13071823120117,53.2843132019043,1.8430708646774288,0.0,0.0,0.0,0.0,97.5141009092331,53284313.2019043,5.715693593025208,0.0,0.25,-0.999999989745073,2.0,0,1,0,0,0.7,0.0,35.79545454545455,88.218,2.5026666666666664,200.41299999999998,0.019007999999999997,60.91799999999999,0.06857142857142857,0.9502964991359099,0.088,0.027624309392265192
2021-01-24,多云-阴,6,5,7.4,7.83,11.41,3.76,0.216,0.08,2.81,546.8,34.9,0.007,2392510.0,25.88918876647949,106.41179656982422,18.63459014892578,0.6740015745162964,0.0,0.0,0.0,0.0,151.6095770597458,106411796.56982422,11.748643888367546,0.0,0.25,-0.9999999934041108,2.0,0,0,0,0,0.7,0.0,35.125,84.43400000000001,2.216666666666667,180.349,0.01728,57.942,0.07686832740213523,0.9490583357359361,0.08,0.02785515320334262
2021-01-25,小雨,10,8,7.4,7.84,11.34,3.85,0.212,0.071,2.82,549.7,25.1,0.006,2101290.0,17.556188583374023,71.4324951171875,58.92790985107422,2.2797751426696777,0.0,0.0,0.0,0.0,150.19636869430542,71432495.1171875,7.683635552724202,0.0,0.25,-0.9999999933420496,2.0,0,0,0,0,0.0,0.0,39.71830985915493,83.916,2.247,177.302,0.015051999999999998,58.016,0.075177304964539,0.9432358919584151,0.071,0.038314176245210725
2021-01-26,阴,6,3,,,,,,,,,,,,9.54889678955078,38.5230827331543,19.16543197631836,0.7731368541717529,0.0,0.0,0.0,0.0,68.01054835319519,38523082.7331543,4.19443843099806,0.0,0.375,-0.9999999852963988,3.0,0,0,0,0,0.0,0.0,,,,,,,,,,
2021-01-27,阴-多云,8,5,8.1,7.81,11.03,4.11,0.826,0.1,3.6,560.9,25.6,0.007,2129930.0,42.70697021484375,171.63677978515625,134.14892578125,5.789127349853516,0.0,0.0,0.0,0.0,354.2818031311035,171636779.78515625,18.42751693725586,0.0,0.25,-0.9999999971773882,2.0,0,0,0,0,0.7,0.0,36.0,89.34299999999999,2.6033333333333335,180.85299999999998,0.0826,63.260999999999996,0.22944444444444442,0.9337822879145748,0.1,0.03759398496240601
2021-01-28,多云-晴,11,-3,8.5,7.8,10.78,4.24,0.641,0.091,3.41,543.5,27.5,0.007,2945040.0,52.67737579345703,210.798583984375,179.9556427001953,8.316777229309082,0.0,0.0,0.0,0.0,451.7483797073364,210798583.984375,22.497978528340656,0.0,0.25,-0.9999999977863784,3.0,0,1,0,0,1.0,0.0,37.472527472527474,91.63,2.5803333333333334,176.39,0.058331,66.3,0.1879765395894428,0.9217837585553013,0.091,0.03508771929824561
2021-01-29,晴,8,1,8.1,7.92,11.53,4.74,-1.0,0.104,2.67,497.4,66.7,0.008,4833700.0,95.49577331542967,294.9076232910156,246.63479614257807,15.183834075927734,0.0,0.0,0.0,0.0,652.2220268249512,294907623.2910156,31.08042102389865,0.0,0.375,-0.9999999984667798,1.0,0,0,0,0,1.0,0.0,25.673076923076923,93.39299999999999,2.5046666666666666,178.276,-0.104,64.152,-0.37453183520599254,0.976111494075707,0.104,0.014771048744460856
2021-01-30,多云,11,8,7.6,7.85,11.65,4.53,-1.0,0.105,1.22,390.0,138.4,0.004,6218350.0,96.95153045654295,297.73583984375,253.8753356933593,16.94121551513672,0.0,0.0,0.0,0.0,665.5039215087891,297735839.84375,31.199402703179253,0.0,0.375,-0.9999999984973792,2.0,0,0,0,0,0.7,0.0,11.619047619047619,88.53999999999999,1.9516666666666669,174.715,-0.105,59.66,-0.819672131147541,0.9739379846182918,0.105,0.007173601147776184
2021-01-31,阴-小雨,15,8,8.2,7.89,11.52,4.1,-1.0,0.086,2.07,453.4,73.8,0.007,5108750.0,22.75194549560547,88.28295135498047,86.51278686523438,4.346170425415039,0.0,0.0,0.0,0.0,201.89385414123527,88282951.35498047,9.326308992173937,0.0,0.25,-0.9999999950469024,1.0,0,0,0,0,0.0,0.0,24.069767441860463,94.46399999999998,2.0853333333333333,167.90699999999998,-0.086,64.698,-0.48309178743961356,0.9777105134305702,0.086,0.013368983957219251
2021-02-01,小雨-多云,9,2,9.4,8.01,11.85,4.26,-1.0,0.076,2.73,498.4,34.4,0.01,10025000.0,6.629106521606445,25.48881721496582,20.60283851623535,1.0791188478469849,0.0,0.0,0.0,0.0,53.7998811006546,25488817.21496582,2.7121887074576483,0.0,0.25,-0.9999999814125988,2.0,0,0,0,0,0.7,0.0,35.921052631578945,111.39,2.3553333333333333,165.683,-0.076,75.294,-0.3663003663003663,1.0360729184532291,0.076,0.02824858757062147
2021-02-02,晴-多云,7,3,8.7,7.92,11.4,4.0,0.33,0.055,2.7,495.5,28.1,0.01,4549090.0,44.632118225097656,171.3774871826172,119.37189483642578,6.761822700500488,0.0,0.0,0.0,0.0,342.1433229446411,171377487.1826172,18.29062938690185,0.0,0.375,-0.9999999970772484,2.0,0,0,0,0,1.0,0.0,49.09090909090909,99.17999999999999,2.251666666666667,162.26600000000002,0.01815,68.904,0.12222222222222222,0.9796583080616953,0.055,0.034364261168384876
2021-02-03,多云-晴,13,5,8.5,7.86,11.06,3.91,0.364,0.066,2.83,498.2,31.5,0.006,3542630.0,73.76789855957031,263.6732788085937,219.6438446044922,13.380724906921388,0.0,0.0,0.0,0.0,570.4657468795776,263673278.8085937,27.81028376685249,0.0,0.375,-0.9999999982470464,1.0,0,0,0,0,1.0,0.0,42.878787878787875,94.01,2.268666666666667,164.41799999999998,0.024024,66.81,0.12862190812720847,0.9457261938424519,0.066,0.03076923076923077
2021-02-04,晴-小雨,11,6,8.88,7.915,11.366,3.892,0.0269,0.0671,1.136,388.064,75.44,0.00407,4748830.0,76.46369934082031,268.982666015625,218.47488403320312,13.655107498168944,0.0,0.0,0.0,0.0,577.5763568878174,268982666.015625,28.369728724161785,0.0,0.375,-0.9999999982686272,2.0,0,0,0,0,1.0,0.0,16.929955290611026,100.93008,1.6983666666666666,148.9697,0.0018049900000000002,70.2852,0.023679577464788736,0.9811036595187789,0.0671,0.013082155939298797
2021-02-05,小雨-晴,9,5,9.16,7.98,11.533,3.712,0.025,0.111,1.276,384.847,141.73,0.00406,8103210.0,15.525635719299316,57.9145622253418,121.62559509277344,7.717004299163818,0.0,0.0,0.0,0.0,202.7827973365784,121625595.09277344,12.656510088178846,0.0,0.25,-0.9999999950686153,2.0,0,0,0,0,1.0,0.0,11.495495495495495,105.64228,1.6996666666666667,174.5401,0.002775,73.0968,0.019592476489028215,1.0024250747260282,0.111,0.007006235549639179
2021-02-06,晴,16,4,9.44,7.895,11.019,3.703,0.0271,0.0572,1.303,392.17,54.62,0.00384,10100000.0,84.59766387939453,281.67877197265625,242.73312377929688,17.965246200561523,0.0,0.0,0.0,0.0,626.9748058319092,281678771.97265625,29.30150286356608,0.0,0.375,-0.9999999984050396,2.0,0,0,0,0,1.0,0.0,22.77972027972028,104.01935999999999,1.6877333333333333,141.8675,0.0015501199999999999,74.52879999999999,0.020798158096699923,0.9643622701616413,0.0572,0.017979144192736426
2021-02-07,多云-阵雨,17,5,10.26,7.896,11.017,3.39,0.0345,0.0427,1.222,389.689,30.46,0.0039,6666470.0,81.9250259399414,277.58160400390625,169.39256286621094,11.507172584533691,0.0,0.0,0.0,0.0,540.4063653945923,277581604.00390625,29.56382571326362,0.0,0.375,-0.9999999981495408,2.0,0,0,0,0,0.7,0.0,28.618266978922716,113.03442,1.5515666666666668,131.4595,0.0014731500000000001,81.01295999999999,0.028232405891980363,0.9836311415057127,0.0427,0.03178639542275906
2021-02-08,小雨-多云,9,1,10.67,8.002,11.278,3.31,0.025,0.0647,1.417,392.219,75.7,0.0038,5391860.0,42.38538360595703,155.23724365234375,110.71916961669922,7.74429988861084,0.0,0.0,0.0,0.0,316.08609676361084,155237243.65234375,16.38810486263699,0.0,0.375,-0.999999996836305,3.0,0,0,0,0,0.7,0.0,21.90108191653787,120.33626000000001,1.5972333333333335,150.34629999999999,0.0016175,85.38134000000001,0.017642907551164433,1.0169300355469337,0.0647,0.013037809647979138
2021-02-09,多云-晴,10,5,10.02,7.981,11.019,23.172,0.025,0.1134,1.214,384.322,147.63,0.00417,8158920.0,82.67742919921875,277.3437194824219,246.8011932373047,19.90958595275879,0.0,0.0,0.0,0.0,626.7319278717041,277343719.4824219,28.60379261440701,0.0,0.375,-0.9999999984044214,3.0,0,0,0,0,1.0,0.0,10.705467372134038,110.41038,8.166466666666667,176.7429,0.0028350000000000003,79.96961999999999,0.020593080724876443,0.9781056983604586,0.1134,0.00672811680010765
2021-02-10,阴-小雨,10,7,9.8,8.004,11.088,23.172,0.025,0.143,1.258,385.677,188.32,0.00431,8593670.0,42.09340286254883,151.79196166992188,66.68328094482422,4.929182052612305,0.0,0.0,0.0,0.0,265.4978275299072,151791961.66992188,16.318086624145508,0.0,0.375,-0.9999999962334908,1.0,0,0,0,0,0.0,0.0,8.797202797202798,108.6624,8.191,193.4323,0.003575,78.4392,0.01987281399046105,0.9789778134958484,0.143,0.005282062117050497
2021-02-11,中雨-阴,10,7,9.78,7.773,11.025,6.673,0.025,0.0632,1.175,388.12,103.47,0.00392,4760820.0,23.711164474487305,84.71401977539062,68.47525024414062,5.214146614074707,0.0,0.0,0.0,0.0,182.1145811080933,84714019.77539062,8.833319240146214,0.0,0.375,-0.9999999945089516,3.0,0,0,0,0,0.0,0.0,18.591772151898734,107.8245,2.6370666666666667,160.1559,0.0015800000000000002,76.01993999999999,0.02127659574468085,0.9729410533205443,0.0632,0.009572125969177754
2021-02-12,阴,12,8,10.15,7.657,10.793,4.884,0.025,0.0605,1.125,381.991,68.26,0.00351,3479890.0,45.75414657592773,162.76795959472656,69.2328872680664,5.4176836013793945,0.0,0.0,0.0,0.0,283.1726770401001,162767959.59472656,17.483363999260796,0.0,0.375,-0.9999999964685858,3.0,0,0,0,0,0.0,0.0,18.59504132231405,109.54894999999999,2.023166666666667,144.1984,0.0015125,77.71855000000001,0.022222222222222223,0.9610698409651285,0.0605,0.01443834825295986
2021-02-13,阴-多云,16,9,10.58,7.622,10.73,4.74,0.025,0.0401,1.15,383.762,47.99,0.00408,5178160.0,54.41323852539063,192.4071502685547,233.50094604492188,19.46595573425293,0.0,0.0,0.0,0.0,499.7872905731201,233500946.04492188,23.78166559007433,0.0,0.25,-0.9999999979991488,3.0,0,0,0,0,0.7,0.0,28.678304239401495,113.52340000000001,1.9767000000000001,136.6112,0.0010025,80.64076,0.02173913043478261,0.9654273166091307,0.0401,0.020412329046744233
2021-02-14,小雨-晴,20,8,11.53,7.694,10.887,4.625,0.0277,0.0389,1.115,381.754,35.61,0.00359,3376060.0,37.197052001953125,130.42056274414062,157.60409545898438,13.070283889770508,0.0,0.0,0.0,0.0,338.29199409484863,157604095.45898438,16.05931239657932,0.0,0.25,-0.9999999970439738,3.0,0,0,0,0,1.0,0.0,28.66323907455013,125.52711,1.9263000000000001,131.0784,0.00107753,88.71181999999999,0.02484304932735426,1.0019988918292002,0.0389,0.027314941272876262
2021-02-15,阴,13,4,12.04,7.733,10.92,4.511,0.025,0.0355,1.202,383.508,26.02,0.00477,2291830.0,7.957189083099365,27.621421813964844,52.00236892700195,4.399953365325928,0.0,0.0,0.0,0.0,91.98093318939208,52002368.92700195,5.28915728463067,0.0,0.25,-0.9999999891281818,2.0,0,0,0,0,0.0,0.0,33.859154929577464,131.4768,1.9161666666666666,127.7803,0.0008874999999999999,93.10531999999999,0.02079866888519135,1.017176738105914,0.0355,0.037009622501850484
2021-02-16,阴-晴,15,1,11.4,7.693,10.744,4.437,0.025,0.062,1.271,389.644,74.19,0.00535,4759050.0,65.86872863769531,228.0584716796875,237.0562286376953,20.999664306640625,0.0,0.0,0.0,0.0,551.9830932617188,237056228.6376953,24.006284925672745,0.0,0.25,-0.9999999981883504,2.0,0,0,0,0,1.0,0.0,20.5,122.4816,1.9233333333333336,148.87709999999998,0.0015500000000000002,87.7002,0.019669551534225022,0.9857987037999117,0.062,0.013299640909695438
2021-02-17,晴,8,-3,11.53,7.686,10.676,4.706,0.025,0.1053,1.257,382.548,128.72,0.00513,6141380.0,36.246185302734375,124.6432113647461,171.69757080078125,15.297250747680664,0.0,0.0,0.0,0.0,347.8842182159424,171697570.80078125,17.3778133392334,0.0,0.25,-0.9999999971254804,1.0,0,0,0,0,1.0,0.0,11.937321937321936,123.09428,2.022766666666667,168.5582,0.0026325000000000003,88.61958,0.019888623707239463,0.9825792384650079,0.1053,0.0077089115016959605
2021-02-18,晴,11,1,,,,,,,,,,,,92.46707916259766,290.8243713378906,259.8907165527344,25.891691207885746,0.0,0.0,0.0,0.0,669.0738582611084,290824371.3378906,29.43696445888943,0.0,0.375,-0.9999999985053968,2.0,0,1,0,0,1.0,0.0,,,,,,,,,,
2021-02-19,晴,17,9,10.11,7.686,10.928,,,,,388.224,60.41,,,128.3842315673828,334.7884216308594,285.83941650390625,34.74259185791016,0.0,0.0,0.0,0.0,783.7546615600586,334788421.6308594,33.33842553032769,0.0,0.375,-0.9999999987240904,2.0,0,0,0,0,1.0,0.0,,110.48208,,142.93699999999998,,77.70545999999999,,0.9721482537794583,,0.016283992835043153
2021-02-20,晴,25,9,10.85,7.639,10.815,,,,,386.622,39.84,,,106.84559631347656,312.0550537109375,279.9550170898437,32.364959716796875,0.0,0.0,0.0,0.0,731.2206268310547,312055053.7109375,31.076677110460068,0.0,0.375,-0.9999999986324236,3.0,0,0,0,0,1.0,0.0,,117.34275,,134.2143,,82.88315,,0.9793983477769435,,0.024485798237022526
2021-02-21,小雨-晴,26,14,11.93,7.779,11.089,2.886,0.025,0.0388,1.17,383.278,29.59,0.00395,16600000.0,133.9620361328125,340.8271179199219,295.6572570800781,39.8474006652832,0.0,0.0,0.0,0.0,810.2938117980957,340827117.9199219,33.44219080607096,0.0,0.375,-0.9999999987658796,2.0,0,0,0,0,1.0,0.0,30.154639175257728,132.29177,1.3649333333333333,129.1531,0.00097,92.80346999999999,0.02136752136752137,1.0302565608350474,0.0388,0.032690421706440015
2021-02-22,阴-晴,25,6,12.76,7.968,11.256,3.024,0.025,0.033,1.201,393.985,23.09,0.00578,2194400.0,100.05428314208984,302.89422607421875,173.1171875,17.172142028808594,0.0,0.0,0.0,0.0,593.2378387451172,302894226.07421875,31.7468982272678,0.0,0.375,-0.9999999983143356,3.0,0,0,0,0,1.0,0.0,36.39393939393939,143.62656,1.4193333333333333,129.8219,0.0008250000000000001,101.67168,0.020815986677768527,1.0662030370734534,0.033,0.04151100041511
2021-02-23,阴-多云,13,6,13.08,7.841,10.568,4.459,0.025,0.1311,1.377,391.919,131.34,0.00458,6337950.0,92.90440368652344,291.0832824707031,246.1039886474609,25.24384880065918,0.0,0.0,0.0,0.0,655.3355236053467,291083282.4707031,29.537714852227104,0.0,0.375,-0.999999998474064,4.0,1,0,0,0,0.7,0.0,10.503432494279176,138.22943999999998,1.9890333333333332,172.464,0.0032775,102.56028,0.01815541031227306,1.0084517591175848,0.1311,0.00755629439322956
2021-02-24,多云-小雨,14,9,12.54,7.825,10.348,5.121,0.025,0.1632,1.405,391.725,220.86,0.00478,8415340.0,101.30514526367188,305.84063720703125,281.0833740234375,32.69661331176758,0.0,0.0,0.0,0.0,720.9257698059082,305840637.20703125,30.34933598836263,0.0,0.375,-0.9999999986128948,4.0,1,0,0,0,0.7,0.0,8.60906862745098,129.76392,2.2297333333333333,208.209,0.00408,98.1255,0.017793594306049824,0.9752076489739313,0.1632,0.004507346975570179
